time,duration,poserror,pulsestostop,delay,pos,speed,accel,initial delay
125885004,175,1500.000000,1500,162.701874,-7563,6146.210938,12598.425781,6350.000000
125889218,175,1500.000000,1499,162.647491,-7542,6148.265625,12598.425781,6350.000000
125893378,176,1500.000000,1500,162.701599,-7521,6146.221191,12598.425781,6350.000000
125897532,176,1500.000000,1499,162.647217,-7500,6148.275879,12598.425781,6350.000000
125901686,176,1500.000000,1500,162.701324,-7479,6146.231445,12598.425781,6350.000000
125905851,181,1500.000000,1499,162.646957,-7458,6148.286133,12598.425781,6350.000000
125910005,176,1500.000000,1500,162.701050,-7437,6146.241699,12598.425781,6350.000000
125914164,175,1500.000000,1499,162.646683,-7416,6148.296387,12598.425781,6350.000000
125918298,176,1500.000000,1500,162.700775,-7395,6146.251953,12598.425781,6350.000000
125922452,175,1500.000000,1499,162.646408,-7374,6148.306641,12598.425781,6350.000000
125926609,176,1500.000000,1500,162.700516,-7353,6146.262207,12598.425781,6350.000000
125930764,175,1500.000000,1499,162.646133,-7332,6148.316895,12598.425781,6350.000000
125934908,181,1500.000000,1500,162.700241,-7311,6146.272461,12598.425781,6350.000000
125939062,175,1500.000000,1499,162.645874,-7290,6148.327148,12598.425781,6350.000000
125943200,175,1500.000000,1500,162.699966,-7269,6146.282715,12598.425781,6350.000000
125947355,176,1500.000000,1499,162.645599,-7248,6148.337402,12598.425781,6350.000000
125951510,175,1500.000000,1500,162.699692,-7227,6146.292969,12598.425781,6350.000000
125955670,177,1500.000000,1499,162.645325,-7206,6148.347656,12598.425781,6350.000000
125959824,181,1500.000000,1500,162.699432,-7185,6146.303223,12598.425781,6350.000000
125963984,180,1500.000000,1499,162.644989,-7164,6148.360352,12598.425781,6350.000000
125968143,175,1500.000000,1500,162.698944,-7143,6146.321289,12598.425781,6350.000000
125972277,175,1500.000000,1499,162.644440,-7122,6148.380859,12598.425781,6350.000000
125976436,175,1500.000000,1500,162.698410,-7101,6146.341797,12598.425781,6350.000000
125980590,176,1500.000000,1499,162.643906,-7080,6148.401367,12598.425781,6350.000000
125984744,175,1500.000000,1500,162.697861,-7059,6146.362305,12598.425781,6350.000000
125988877,177,1500.000000,1499,162.643356,-7038,6148.421875,12598.425781,6350.000000
125993053,167,1500.000000,1500,162.697311,-7017,6146.382812,12598.425781,6350.000000
125997278,176,1500.000000,1499,162.642822,-6996,6148.442383,12598.425781,6350.000000
126001437,175,1500.000000,1500,162.696777,-6975,6146.403320,12598.425781,6350.000000
126005590,176,1500.000000,1499,162.642273,-6954,6148.462891,12598.425781,6350.000000
126009744,175,1500.000000,1500,162.696228,-6933,6146.423828,12598.425781,6350.000000
126013907,181,1500.000000,1499,162.641739,-6912,6148.483398,12598.425781,6350.000000
126018063,175,1500.000000,1500,162.695694,-6891,6146.444336,12598.425781,6350.000000
126022200,175,1500.000000,1499,162.641190,-6870,6148.503906,12598.425781,6350.000000
126026350,175,1500.000000,1500,162.695145,-6849,6146.464844,12598.425781,6350.000000
126030510,175,1500.000000,1499,162.640656,-6828,6148.524414,12598.425781,6350.000000
126034649,163,1500.000000,1500,162.694611,-6807,6146.485352,12598.425781,6350.000000
126038851,181,1500.000000,1499,162.640106,-6786,6148.544922,12598.425781,6350.000000
126043005,175,1500.000000,1500,162.694061,-6765,6146.505859,12598.425781,6350.000000
126047164,175,1500.000000,1499,162.639557,-6744,6148.565430,12598.425781,6350.000000
126051319,175,1500.000000,1500,162.693512,-6723,6146.526367,12598.425781,6350.000000
126055474,175,1500.000000,1499,162.639023,-6702,6148.585938,12598.425781,6350.000000
126059686,176,1500.000000,1500,162.692978,-6681,6146.546875,12598.425781,6350.000000
126063852,182,1500.000000,1499,162.638474,-6660,6148.606445,12598.425781,6350.000000
126068005,175,1500.000000,1500,162.692429,-6639,6146.567383,12598.425781,6350.000000
126072164,175,1500.000000,1499,162.637939,-6618,6148.626953,12598.425781,6350.000000
126076318,175,1500.000000,1500,162.691895,-6597,6146.587891,12598.425781,6350.000000
126080473,176,1500.000000,1499,162.637390,-6576,6148.647461,12598.425781,6350.000000
126084628,176,1500.000000,1500,162.691345,-6555,6146.608398,12598.425781,6350.000000
126088785,176,1500.000000,1499,162.636856,-6534,6148.667969,12598.425781,6350.000000
126092943,178,1500.000000,1500,162.690811,-6513,6146.628906,12598.425781,6350.000000
126097101,175,1500.000000,1499,162.636307,-6492,6148.688477,12598.425781,6350.000000
126101238,176,1500.000000,1500,162.690262,-6471,6146.649414,12598.425781,6350.000000
126105384,175,1500.000000,1499,162.635773,-6450,6148.708984,12598.425781,6350.000000
126109532,176,1500.000000,1500,162.689713,-6429,6146.669922,12598.425781,6350.000000
126113687,177,1500.000000,1499,162.635223,-6408,6148.729492,12598.425781,6350.000000
126117850,181,1500.000000,1500,162.689178,-6387,6146.690430,12598.425781,6350.000000
126122005,175,1500.000000,1499,162.634689,-6366,6148.750000,12598.425781,6350.000000
126126164,175,1500.000000,1500,162.688629,-6345,6146.710938,12598.425781,6350.000000
126130381,176,1500.000000,1499,162.634140,-6324,6148.770508,12598.425781,6350.000000
126134532,176,1500.000000,1500,162.688095,-6303,6146.731445,12598.425781,6350.000000
126138687,177,1500.000000,1499,162.633591,-6282,6148.791016,12598.425781,6350.000000
126142850,181,1500.000000,1500,162.687546,-6261,6146.751953,12598.425781,6350.000000
126147005,175,1500.000000,1499,162.633057,-6240,6148.811523,12598.425781,6350.000000
126151164,175,1500.000000,1500,162.687012,-6219,6146.772461,12598.425781,6350.000000
126155315,175,1500.000000,1499,162.632507,-6198,6148.832031,12598.425781,6350.000000
126159468,175,1500.000000,1500,162.686462,-6177,6146.792969,12598.425781,6350.000000
126163629,176,1500.000000,1499,162.631973,-6156,6148.852539,12598.425781,6350.000000
126167785,175,1500.000000,1500,162.685913,-6135,6146.813477,12598.425781,6350.000000
126171943,179,1500.000000,1499,162.631424,-6114,6148.873047,12598.425781,6350.000000
126176103,176,1500.000000,1500,162.685379,-6093,6146.833984,12598.425781,6350.000000
126180239,176,1500.000000,1499,162.630890,-6072,6148.893555,12598.425781,6350.000000
126184394,175,1500.000000,1500,162.684830,-6051,6146.854492,12598.425781,6350.000000
126188552,176,1500.000000,1499,162.630341,-6030,6148.914062,12598.425781,6350.000000
126192765,176,1500.000000,1500,162.684296,-6009,6146.875000,12598.425781,6350.000000
126196927,182,1500.000000,1499,162.629807,-5988,6148.934570,12598.425781,6350.000000
126201085,175,1500.000000,1500,162.683792,-5967,6146.894043,12598.425781,6350.000000
126205234,176,1500.000000,1499,162.629440,-5946,6148.948242,12598.425781,6350.000000
126209384,175,1500.000000,1500,162.683517,-5925,6146.904297,12598.425781,6350.000000
126213531,175,1500.000000,1499,162.629166,-5904,6148.958496,12598.425781,6350.000000
126217686,176,1500.000000,1500,162.683243,-5883,6146.914551,12598.425781,6350.000000
126221849,181,1500.000000,1499,162.628891,-5862,6148.968750,12598.425781,6350.000000
126226000,175,1500.000000,1500,162.682968,-5841,6146.924805,12598.425781,6350.000000
126230160,176,1500.000000,1499,162.628632,-5820,6148.979004,12598.425781,6350.000000
126234293,175,1500.000000,1500,162.682709,-5799,6146.935059,12598.425781,6350.000000
126238453,175,1500.000000,1499,162.628357,-5778,6148.989258,12598.425781,6350.000000
126242610,176,1500.000000,1500,162.682434,-5757,6146.945312,12598.425781,6350.000000
126246832,163,1500.000000,1499,162.628082,-5736,6148.999512,12598.425781,6350.000000
126250984,177,1500.000000,1500,162.682159,-5715,6146.955566,12598.425781,6350.000000
126255142,175,1500.000000,1499,162.627808,-5694,6149.009766,12598.425781,6350.000000
126259278,176,1500.000000,1500,162.681885,-5673,6146.965820,12598.425781,6350.000000
126263435,175,1500.000000,1499,162.627533,-5652,6149.020020,12598.425781,6350.000000
126267589,176,1500.000000,1500,162.681610,-5631,6146.976074,12598.425781,6350.000000
126271745,176,1500.000000,1499,162.627274,-5610,6149.030273,12598.425781,6350.000000
126275907,181,1500.000000,1500,162.681351,-5589,6146.986328,12598.425781,6350.000000
126280063,176,1500.000000,1499,162.626999,-5568,6149.040527,12598.425781,6350.000000
126284201,176,1500.000000,1500,162.681076,-5547,6146.996582,12598.425781,6350.000000
126288355,175,1500.000000,1499,162.626724,-5526,6149.050781,12598.425781,6350.000000
126292510,175,1500.000000,1500,162.680801,-5505,6147.006836,12598.425781,6350.000000
126296669,177,1500.000000,1499,162.626450,-5484,6149.061035,12598.425781,6350.000000
126300824,181,1500.000000,1500,162.680527,-5463,6147.017090,12598.425781,6350.000000
126304984,180,1500.000000,1499,162.626190,-5442,6149.071289,12598.425781,6350.000000
126309143,175,1500.000000,1500,162.680252,-5421,6147.027344,12598.425781,6350.000000
126313277,175,1500.000000,1499,162.625916,-5400,6149.081543,12598.425781,6350.000000
126317433,175,1500.000000,1500,162.679993,-5379,6147.037598,12598.425781,6350.000000
126321589,177,1500.000000,1499,162.625641,-5358,6149.091797,12598.425781,6350.000000
126325745,175,1500.000000,1500,162.679718,-5337,6147.047852,12598.425781,6350.000000
126329907,181,1500.000000,1499,162.625366,-5316,6149.102051,12598.425781,6350.000000
126334054,175,1500.000000,1500,162.679443,-5295,6147.058105,12598.425781,6350.000000
126338181,175,1500.000000,1499,162.625107,-5274,6149.112305,12598.425781,6350.000000
126342316,175,1500.000000,1500,162.679169,-5253,6147.068359,12598.425781,6350.000000
126346468,175,1500.000000,1499,162.624832,-5232,6149.122559,12598.425781,6350.000000
126350629,176,1500.000000,1500,162.678909,-5211,6147.078613,12598.425781,6350.000000
126354785,176,1500.000000,1499,162.624557,-5190,6149.132812,12598.425781,6350.000000
126359006,175,1500.000000,1500,162.678635,-5169,6147.088867,12598.425781,6350.000000
126363160,176,1500.000000,1499,162.624283,-5148,6149.143066,12598.425781,6350.000000
126367293,175,1500.000000,1500,162.678360,-5127,6147.099121,12598.425781,6350.000000
126371453,175,1500.000000,1499,162.624008,-5106,6149.153320,12598.425781,6350.000000
126375611,176,1500.000000,1500,162.678085,-5085,6147.109375,12598.425781,6350.000000
126379766,175,1500.000000,1499,162.623749,-5064,6149.163574,12598.425781,6350.000000
126383927,182,1500.000000,1500,162.677811,-5043,6147.119629,12598.425781,6350.000000
126388083,175,1500.000000,1499,162.623474,-5022,6149.173828,12598.425781,6350.000000
126392229,175,1500.000000,1500,162.677551,-5001,6147.129883,12598.425781,6350.000000
126396380,175,1500.000000,1499,162.623199,-4980,6149.184082,12598.425781,6350.000000
126400532,176,1500.000000,1500,162.677277,-4959,6147.140137,12598.425781,6350.000000
126404686,176,1500.000000,1499,162.622925,-4938,6149.194336,12598.425781,6350.000000
126408849,181,1500.000000,1500,162.677002,-4917,6147.150391,12598.425781,6350.000000
126412999,175,1500.000000,1499,162.622665,-4896,6149.204590,12598.425781,6350.000000
126417160,175,1500.000000,1500,162.676727,-4875,6147.160645,12598.425781,6350.000000
126421293,175,1500.000000,1499,162.622391,-4854,6149.214844,12598.425781,6350.000000
126425453,175,1500.000000,1500,162.676453,-4833,6147.170898,12598.425781,6350.000000
126429611,175,1500.000000,1499,162.622116,-4812,6149.225098,12598.425781,6350.000000
126433765,175,1500.000000,1500,162.676193,-4791,6147.181152,12598.425781,6350.000000
126437926,182,1500.000000,1499,162.621841,-4770,6149.235352,12598.425781,6350.000000
126442084,175,1500.000000,1500,162.675919,-4749,6147.191406,12598.425781,6350.000000
126446229,175,1500.000000,1499,162.621567,-4728,6149.245605,12598.425781,6350.000000
126450381,176,1500.000000,1500,162.675644,-4707,6147.201660,12598.425781,6350.000000
126454532,176,1500.000000,1499,162.621307,-4686,6149.255859,12598.425781,6350.000000
126458687,178,1500.000000,1500,162.675369,-4665,6147.211914,12598.425781,6350.000000
126462850,181,1500.000000,1499,162.621033,-4644,6149.266113,12598.425781,6350.000000
126467005,176,1500.000000,1500,162.675110,-4623,6147.222168,12598.425781,6350.000000
126471164,175,1500.000000,1499,162.620758,-4602,6149.276367,12598.425781,6350.000000
126475318,175,1500.000000,1500,162.674835,-4581,6147.232422,12598.425781,6350.000000
126479473,175,1500.000000,1499,162.620483,-4560,6149.286621,12598.425781,6350.000000
126483629,175,1500.000000,1500,162.674561,-4539,6147.242676,12598.425781,6350.000000
126487785,176,1500.000000,1499,162.620224,-4518,6149.296875,12598.425781,6350.000000
126491943,179,1500.000000,1500,162.674286,-4497,6147.252930,12598.425781,6350.000000
126496100,179,1500.000000,1499,162.619949,-4476,6149.307129,12598.425781,6350.000000
126500225,175,1500.000000,1500,162.674011,-4455,6147.263184,12598.425781,6350.000000
126504378,176,1500.000000,1499,162.619675,-4434,6149.317383,12598.425781,6350.000000
126508532,176,1500.000000,1500,162.673752,-4413,6147.273438,12598.425781,6350.000000
126512748,176,1500.000000,1499,162.619400,-4392,6149.327637,12598.425781,6350.000000
126516911,182,1500.000000,1500,162.673477,-4371,6147.283691,12598.425781,6350.000000
126521064,175,1500.000000,1499,162.619141,-4350,6149.337891,12598.425781,6350.000000
126525201,176,1500.000000,1500,162.673203,-4329,6147.293945,12598.425781,6350.000000
126529355,175,1500.000000,1499,162.618866,-4308,6149.348145,12598.425781,6350.000000
126533511,176,1500.000000,1500,162.672928,-4287,6147.304199,12598.425781,6350.000000
126537670,177,1500.000000,1499,162.618591,-4266,6149.358398,12598.425781,6350.000000
126541828,181,1500.000000,1500,162.672668,-4245,6147.314453,12598.425781,6350.000000
126545984,181,1500.000000,1499,162.618317,-4224,6149.368652,12598.425781,6350.000000
126550142,175,1500.000000,1500,162.672394,-4203,6147.324707,12598.425781,6350.000000
126554293,175,1500.000000,1499,162.618042,-4182,6149.378906,12598.425781,6350.000000
126558453,175,1500.000000,1500,162.672119,-4161,6147.334961,12598.425781,6350.000000
126562610,176,1500.000000,1499,162.617783,-4140,6149.389160,12598.425781,6350.000000
126566764,175,1500.000000,1500,162.671844,-4119,6147.345215,12598.425781,6350.000000
126570926,182,1500.000000,1499,162.617508,-4098,6149.399414,12598.425781,6350.000000
126575084,175,1500.000000,1500,162.671570,-4077,6147.355469,12598.425781,6350.000000
126579219,176,1500.000000,1499,162.617233,-4056,6149.409668,12598.425781,6350.000000
126583376,176,1500.000000,1500,162.671310,-4035,6147.365723,12598.425781,6350.000000
126587531,175,1500.000000,1499,162.616959,-4014,6149.419922,12598.425781,6350.000000
126591686,176,1500.000000,1500,162.671036,-3993,6147.375977,12598.425781,6350.000000
126595849,181,1500.000000,1499,162.616699,-3972,6149.430176,12598.425781,6350.000000
126600000,175,1500.000000,1500,162.670761,-3951,6147.386230,12598.425781,6350.000000
126604160,176,1500.000000,1499,162.616425,-3930,6149.440430,12598.425781,6350.000000
126608293,176,1500.000000,1500,162.670486,-3909,6147.396484,12598.425781,6350.000000
126612453,175,1500.000000,1499,162.616150,-3888,6149.450684,12598.425781,6350.000000
126616609,176,1500.000000,1500,162.670212,-3867,6147.406738,12598.425781,6350.000000
126620764,175,1500.000000,1499,162.615875,-3846,6149.460938,12598.425781,6350.000000
126624984,178,1500.000000,1500,162.669952,-3825,6147.416992,12598.425781,6350.000000
126629145,175,1500.000000,1499,162.615616,-3804,6149.471191,12598.425781,6350.000000
126633293,175,1500.000000,1500,162.669678,-3783,6147.427246,12598.425781,6350.000000
126637453,175,1500.000000,1499,162.615341,-3762,6149.481445,12598.425781,6350.000000
126641611,176,1500.000000,1500,162.669403,-3741,6147.437500,12598.425781,6350.000000
126645765,175,1500.000000,1499,162.615067,-3720,6149.491699,12598.425781,6350.000000
126649907,163,1500.000000,1500,162.669128,-3699,6147.447754,12598.425781,6350.000000
126654063,176,1500.000000,1499,162.614792,-3678,6149.501953,12598.425781,6350.000000
126658201,176,1500.000000,1500,162.668869,-3657,6147.458008,12598.425781,6350.000000
126662356,175,1500.000000,1499,162.614517,-3636,6149.512207,12598.425781,6350.000000
126666510,175,1500.000000,1500,162.668594,-3615,6147.468262,12598.425781,6350.000000
126670674,177,1500.000000,1499,162.614258,-3594,6149.522461,12598.425781,6350.000000
126674830,181,1500.000000,1500,162.668320,-3573,6147.478516,12598.425781,6350.000000
126678984,181,1500.000000,1499,162.613983,-3552,6149.532715,12598.425781,6350.000000
126683142,175,1500.000000,1500,162.668045,-3531,6147.488770,12598.425781,6350.000000
126687276,175,1500.000000,1499,162.613708,-3510,6149.542969,12598.425781,6350.000000
126691413,175,1500.000000,1500,162.667770,-3489,6147.499023,12598.425781,6350.000000
126695569,176,1500.000000,1499,162.613434,-3468,6149.553223,12598.425781,6350.000000
126699726,175,1500.000000,1500,162.667511,-3447,6147.509277,12598.425781,6350.000000
126703879,177,1500.000000,1499,162.613174,-3426,6149.563477,12598.425781,6350.000000
126708030,175,1500.000000,1500,162.667236,-3405,6147.519531,12598.425781,6350.000000
126712181,175,1500.000000,1499,162.612900,-3384,6149.573730,12598.425781,6350.000000
126716335,175,1500.000000,1500,162.666962,-3363,6147.529785,12598.425781,6350.000000
126720491,175,1500.000000,1499,162.612625,-3342,6149.583984,12598.425781,6350.000000
126724649,175,1500.000000,1500,162.666687,-3321,6147.540039,12598.425781,6350.000000
126728807,176,1500.000000,1499,162.612350,-3300,6149.594238,12598.425781,6350.000000
126732967,181,1500.000000,1500,162.666428,-3279,6147.550293,12598.425781,6350.000000
126737118,175,1500.000000,1499,162.612091,-3258,6149.604492,12598.425781,6350.000000
126741257,175,1500.000000,1500,162.666153,-3237,6147.560547,12598.425781,6350.000000
126745400,175,1500.000000,1499,162.611816,-3216,6149.614746,12598.425781,6350.000000
126749533,178,1500.000000,1500,162.665878,-3195,6147.570801,12598.425781,6350.000000
126753704,175,1500.000000,1499,162.611542,-3174,6149.625000,12598.425781,6350.000000
126757868,182,1500.000000,1500,162.665604,-3153,6147.581055,12598.425781,6350.000000
126762024,175,1500.000000,1499,162.611267,-3132,6149.635254,12598.425781,6350.000000
126766180,175,1500.000000,1500,162.665329,-3111,6147.591309,12598.425781,6350.000000
126770316,176,1500.000000,1499,162.610992,-3090,6149.645508,12598.425781,6350.000000
126774468,175,1500.000000,1500,162.665070,-3069,6147.601562,12598.425781,6350.000000
126778670,177,1500.000000,1499,162.610733,-3048,6149.655762,12598.425781,6350.000000
126782830,181,1500.000000,1500,162.664795,-3027,6147.611816,12598.425781,6350.000000
126786984,181,1500.000000,1499,162.610458,-3006,6149.666016,12598.425781,6350.000000
126791142,175,1500.000000,1500,162.664520,-2985,6147.622070,12598.425781,6350.000000
126795277,176,1500.000000,1499,162.610184,-2964,6149.676270,12598.425781,6350.000000
126799433,175,1500.000000,1500,162.664246,-2943,6147.632324,12598.425781,6350.000000
126803590,176,1500.000000,1499,162.609909,-2922,6149.686523,12598.425781,6350.000000
126807745,176,1500.000000,1500,162.663971,-2901,6147.642578,12598.425781,6350.000000
126811908,182,1500.000000,1499,162.609650,-2880,6149.696777,12598.425781,6350.000000
126816063,175,1500.000000,1500,162.663712,-2859,6147.652832,12598.425781,6350.000000
126820201,175,1500.000000,1499,162.609375,-2838,6149.707031,12598.425781,6350.000000
126824350,175,1500.000000,1500,162.663437,-2817,6147.663086,12598.425781,6350.000000
126828511,176,1500.000000,1499,162.609100,-2796,6149.717285,12598.425781,6350.000000
126832670,177,1500.000000,1500,162.663162,-2775,6147.673340,12598.425781,6350.000000
126836824,181,1500.000000,1499,162.608826,-2754,6149.727539,12598.425781,6350.000000
126840985,181,1500.000000,1500,162.662888,-2733,6147.683594,12598.425781,6350.000000
126845141,175,1500.000000,1499,162.608566,-2712,6149.737793,12598.425781,6350.000000
126849293,175,1500.000000,1500,162.662628,-2691,6147.693848,12598.425781,6350.000000
126853453,175,1500.000000,1499,162.608292,-2670,6149.748047,12598.425781,6350.000000
126857609,176,1500.000000,1500,162.662354,-2649,6147.704102,12598.425781,6350.000000
126861764,175,1500.000000,1499,162.608017,-2628,6149.758301,12598.425781,6350.000000
126865927,182,1500.000000,1500,162.662079,-2607,6147.714355,12598.425781,6350.000000
126870084,175,1500.000000,1499,162.607742,-2586,6149.768555,12598.425781,6350.000000
126874229,175,1500.000000,1500,162.661804,-2565,6147.724609,12598.425781,6350.000000
126878381,176,1500.000000,1499,162.607468,-2544,6149.778809,12598.425781,6350.000000
126882532,176,1500.000000,1500,162.661530,-2523,6147.734863,12598.425781,6350.000000
126886686,176,1500.000000,1499,162.607208,-2502,6149.789062,12598.425781,6350.000000
126890910,181,1500.000000,1500,162.661270,-2481,6147.745117,12598.425781,6350.000000
126895063,175,1500.000000,1499,162.606934,-2460,6149.799316,12598.425781,6350.000000
126899201,175,1500.000000,1500,162.660995,-2439,6147.755371,12598.425781,6350.000000
126903354,175,1500.000000,1499,162.606659,-2418,6149.809570,12598.425781,6350.000000
126907490,175,1500.000000,1500,162.660721,-2397,6147.765625,12598.425781,6350.000000
126911643,175,1500.000000,1499,162.606384,-2376,6149.819824,12598.425781,6350.000000
126915804,175,1500.000000,1500,162.660355,-2355,6147.779297,12598.425781,6350.000000
126919967,182,1500.000000,1500,162.714371,-2334,6145.738770,12598.425781,6350.000000
126924118,175,1500.000000,1499,162.659988,-2313,6147.793457,12598.425781,6350.000000
126928258,175,1500.000000,1500,162.714096,-2292,6145.749023,12598.425781,6350.000000
126932404,175,1500.000000,1499,162.659714,-2271,6147.803711,12598.425781,6350.000000
126936556,176,1500.000000,1500,162.713821,-2250,6145.759277,12598.425781,6350.000000
126940707,175,1500.000000,1499,162.659439,-2229,6147.813965,12598.425781,6350.000000
126944868,181,1500.000000,1500,162.713547,-2208,6145.769531,12598.425781,6350.000000
126949025,175,1500.000000,1499,162.659180,-2187,6147.824219,12598.425781,6350.000000
126953180,176,1500.000000,1500,162.713287,-2166,6145.779785,12598.425781,6350.000000
126957335,175,1500.000000,1499,162.658905,-2145,6147.834473,12598.425781,6350.000000
126961493,175,1500.000000,1500,162.713013,-2124,6145.790039,12598.425781,6350.000000
126965649,176,1500.000000,1499,162.658630,-2103,6147.844727,12598.425781,6350.000000
126969803,175,1500.000000,1500,162.712738,-2082,6145.800293,12598.425781,6350.000000
126973966,181,1500.000000,1499,162.658356,-2061,6147.854980,12598.425781,6350.000000
126978118,175,1500.000000,1500,162.712463,-2040,6145.810547,12598.425781,6350.000000
126982258,176,1500.000000,1499,162.658081,-2019,6147.865234,12598.425781,6350.000000
126986408,175,1500.000000,1500,162.712189,-1998,6145.820801,12598.425781,6350.000000
126990560,176,1500.000000,1499,162.657822,-1977,6147.875488,12598.425781,6350.000000
126994707,175,1500.000000,1500,162.711929,-1956,6145.831055,12598.425781,6350.000000
126998833,183,1500.000000,1499,162.657547,-1935,6147.885742,12598.425781,6350.000000
127002984,180,1500.000000,1500,162.711655,-1914,6145.841309,12598.425781,6350.000000
127007142,175,1500.000000,1499,162.657272,-1893,6147.895996,12598.425781,6350.000000
127011276,175,1500.000000,1500,162.711380,-1872,6145.851562,12598.425781,6350.000000
127015495,175,1500.000000,1499,162.656998,-1851,6147.906250,12598.425781,6350.000000
127019650,176,1500.000000,1500,162.711105,-1830,6145.861816,12598.425781,6350.000000
127023806,176,1500.000000,1499,162.656738,-1809,6147.916504,12598.425781,6350.000000
127027967,182,1500.000000,1500,162.710846,-1788,6145.872070,12598.425781,6350.000000
127032122,175,1500.000000,1499,162.656464,-1767,6147.926758,12598.425781,6350.000000
127036260,176,1500.000000,1500,162.710571,-1746,6145.882324,12598.425781,6350.000000
127040404,175,1500.000000,1499,162.656189,-1725,6147.937012,12598.425781,6350.000000
127044556,176,1500.000000,1500,162.710297,-1704,6145.892578,12598.425781,6350.000000
127048707,175,1500.000000,1499,162.655914,-1683,6147.947266,12598.425781,6350.000000
127052868,181,1500.000000,1500,162.710022,-1662,6145.902832,12598.425781,6350.000000
127057025,176,1500.000000,1499,162.655640,-1641,6147.957520,12598.425781,6350.000000
127061175,175,1500.000000,1500,162.709747,-1620,6145.913086,12598.425781,6350.000000
127065316,175,1500.000000,1499,162.655380,-1599,6147.967773,12598.425781,6350.000000
127069473,176,1500.000000,1500,162.709488,-1578,6145.923340,12598.425781,6350.000000
127073627,176,1500.000000,1499,162.655106,-1557,6147.978027,12598.425781,6350.000000
127077784,175,1500.000000,1500,162.709213,-1536,6145.933594,12598.425781,6350.000000
127081934,179,1500.000000,1499,162.654831,-1515,6147.988281,12598.425781,6350.000000
127086087,175,1500.000000,1500,162.708939,-1494,6145.943848,12598.425781,6350.000000
127090218,175,1500.000000,1499,162.654556,-1473,6147.998535,12598.425781,6350.000000
127094375,175,1500.000000,1500,162.708664,-1452,6145.954102,12598.425781,6350.000000
127098526,176,1500.000000,1499,162.654297,-1431,6148.008789,12598.425781,6350.000000
127102686,176,1500.000000,1500,162.708389,-1410,6145.964355,12598.425781,6350.000000
127106850,181,1500.000000,1499,162.654022,-1389,6148.019043,12598.425781,6350.000000
127111005,175,1500.000000,1500,162.708130,-1368,6145.974609,12598.425781,6350.000000
127115164,175,1500.000000,1499,162.653748,-1347,6148.029297,12598.425781,6350.000000
